Timestamp,Energy,PPFD_GH,Temperature_GH,Humidity,CO2,Dew Point,VPD_GH,Pressure_GH,Location_GH,PPFD_amb,Temperature_amb,Pressure_amb,VPD_amb,Location_amb
2025-10-01 00:00:00,1.206439999999999,0.0,20.329833333333333,98.89999999999999,645.5166666666667,20.074333333333335,0.026333333333333334,99.48508333333334,East,0.0,19.65,99.4825,0.0,Ambient
2025-10-01 00:00:00,0.8936257142857131,0.0,20.648,99.66066666666666,731.7333333333332,20.5115,0.008333333333333333,99.49183333333333,West,0.0,19.65,99.4825,0.0,Ambient
2025-10-01 01:00:00,1.224792857142857,0.0,20.325583333333334,98.82891666666667,648.5,20.058333333333334,0.028166666666666666,99.48349999999999,East,0.0,19.725,99.48,0.01,Ambient
2025-10-01 01:00:00,0.65391,0.0,20.696,99.61283333333334,739.7833333333333,20.5515,0.009333333333333334,99.49666666666667,West,0.0,19.725,99.48,0.01,Ambient
2025-10-01 02:00:00,1.2135339999999997,0.0,20.326999999999998,98.89499999999998,580.825,20.070583333333335,0.026500000000000003,99.48191666666668,East,0.0,19.925,99.4775,0.0075,Ambient
2025-10-01 02:00:00,0.6569499999999995,0.0,20.726833333333335,99.62783333333334,673.9666666666667,20.584333333333333,0.009166666666666667,99.493,West,0.0,19.925,99.4775,0.0075,Ambient
2025-10-01 03:00:00,1.2235799999999992,0.0,20.328916666666665,98.45891666666665,600.3499999999999,20.001416666666668,0.036833333333333336,99.49683333333334,East,0.0,19.5,99.49000000000001,0.0025,Ambient
2025-10-01 03:00:00,0.6533199999999997,0.0,20.813333333333333,99.58383333333335,664.1,20.662833333333335,0.010166666666666666,99.51100000000001,West,0.0,19.5,99.49000000000001,0.0025,Ambient
2025-10-01 04:00:00,1.1243085714285703,0.0,20.291916666666665,98.65325,605.3083333333334,19.996333333333332,0.03216666666666667,99.51233333333333,East,0.0,19.55,99.51,0.0,Ambient
2025-10-01 04:00:00,0.5353399999999997,0.0,20.735166666666668,99.67450000000001,677.6666666666666,20.600166666666667,0.008,99.528,West,0.0,19.55,99.51,0.0,Ambient
2025-10-01 05:00:00,0.53128,0.0,20.29475,98.49283333333332,590.4,19.973416666666665,0.035916666666666666,99.54724999999999,East,0.0,19.299999999999997,99.5275,0.0025,Ambient
2025-10-01 05:00:00,0.5353100000000001,0.0,20.512833333333333,99.73583333333333,683.5666666666666,20.39,0.0065,99.55633333333333,West,0.0,19.299999999999997,99.5275,0.0025,Ambient
2025-10-01 06:00:00,0.9277199999999988,3.6454166666666667,22.44825,95.03075000000001,623.825,21.498333333333335,0.14341666666666666,99.60625,East,2.5875,18.175,99.5925,0.0,Ambient
2025-10-01 06:00:00,0.5349199999999996,3.9728333333333334,20.2425,99.69283333333334,716.5500000000001,20.115666666666666,0.007333333333333333,99.617,West,2.5875,18.175,99.5925,0.0,Ambient
